year_pickup_datetime,quarter_pickup_datetime,month_pickup_datetime,dayofweek_pickup_datetime,dayofyear_pickup_datetime,dayofmonth_pickup_datetime,weekofyear_pickup_datetime,hour_pickup_datetime,minute_pickup_datetime,second_pickup_datetime,horizon_pickup_datetime,year_dropoff_datetime,quarter_dropoff_datetime,month_dropoff_datetime,dayofweek_dropoff_datetime,dayofyear_dropoff_datetime,dayofmonth_dropoff_datetime,weekofyear_dropoff_datetime,hour_dropoff_datetime,minute_dropoff_datetime,second_dropoff_datetime,horizon_dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
2016.8761164546013,1.7191243767738342,4.21641981601715,1.8679511547088623,70.32514443993568,15.079820811748505,31.869606971740723,17.19476342201233,39.21397507190704,20.963938415050507,13031151.154336212,2016.2478848099709,2.434578776359558,5.347739577293396,4.120533585548401,76.23037546873091,18.864538431167603,22.799977779388424,14.349207758903503,26.304403573274612,22.933441162109375,1711273.382558167,0.6241668462753296,-73.86555361522913,40.58765236999625,-74.2911413551351,40.55139865949025,1486141.2645341158
2016.1265141665936,1.5393049120903015,1.7981999218463898,2.7388561964035034,46.46630823612213,2.1462920904159546,15.749417781829832,11.74153733253479,20.890988528728485,49.604283928871155,3214136.5039489265,2016.327891588211,1.166289210319519,2.7260406613349915,1.3895460963249207,93.88553130626677,14.333832323551178,24.82009923458099,17.02143967151642,26.961133658885956,38.83387887477875,15288538.583169105,4.843738317489624,-74.00962528175567,40.93826806365405,-73.71965426958377,41.33478829385148,2076060.0717602374
2016.9189970493317,1.7766863107681274,4.459749817848205,0.9419808983802795,44.57144808769226,14.700349032878876,44.62561583518982,16.962652444839478,22.24581006169319,15.503523021936417,12894584.748049019,2016.3856582343578,2.5338141918182373,5.570235252380371,4.408194422721863,95.37028157711028,17.771050095558167,21.47922050952911,15.863559424877167,42.27813756465912,11.62163183093071,1372566.458688885,0.21221905946731567,-73.82437856507202,40.538967710364545,-74.02157215614238,40.47812815513419,1887279.8320391777
2016.2381708920002,1.6300308108329773,3.3494106531143184,4.1243956089019775,38.05400002002716,22.463898420333862,24.39603519439697,6.709057629108429,15.157528012990952,52.57767403125763,7163362.018926858,2016.1673439145088,1.6417282819747925,2.5438358783721924,2.8319588899612427,50.465866386890404,20.66578483581543,15.051392555236815,17.56858915090561,16.804695934057236,22.14960616827011,4817694.614288033,5.05651330947876,-73.72809591925032,40.8445982746091,-74.55427235492607,40.91556533330072,2094217.1269443037
2016.0768741965294,1.7494688034057617,3.6276820898056026,2.838774025440216,59.88746291399002,2.2058469653129578,29.294872999191284,21.083025336265564,23.68475043773651,50.177494764328,6475463.623878836,2016.2086037695408,1.0690178275108337,2.78855562210083,2.6095991134643555,104.83460450172423,26.496857166290283,8.6645051240921,19.441072404384613,7.753425776958466,24.38870418071747,14751423.775843265,3.801689386367798,-74.12971187396668,40.997125933221014,-73.26827384133594,41.32037404209449,3218947.983279765
2016.2197138369083,1.839111864566803,4.999067544937133,0.9545393586158752,17.67029318213463,19.11381757259369,34.733745098114014,16.485530257225037,8.265661001205444,49.13915455341339,13277902.885310648,2016.0556593239307,1.8133563995361328,3.470565915107727,4.2588948011398315,95.7685784101486,21.7399719953537,13.290311574935911,18.71201181411743,29.02278909087181,11.87950074672699,1660415.1334839761,0.16072672605514526,-73.91127503605638,40.91643285705322,-73.5668853024813,40.61411919160117,1601986.521829754
2016.1440290808678,1.6261746883392334,3.5045657157897945,2.011668562889099,95.78593462705612,3.2645336389541626,16.319873094558716,20.953123688697815,40.088920056819916,43.51666796207428,5182252.637744068,2016.2905323505402,1.2085260152816772,2.9917293787002563,3.8309826850891113,113.67090153694151,19.66131901741028,18.814815044403076,11.25895893573761,12.805011987686157,48.79195684194565,12083597.068093898,3.4231663942337036,-74.1676655828678,40.954444033635355,-73.3119060711233,41.30201653309677,2236356.7687672977
2016.0910555422306,1.810366153717041,4.316802382469176,1.821768343448639,103.46725046634674,4.6991676688194275,19.452876925468445,21.595093309879303,24.737846612930298,46.15906870365143,8454826.88806796,2016.091358423233,1.1375380754470825,2.6294476985931396,4.486812472343445,120.59109747409819,26.22304654121399,17.416534543037415,13.99993085861206,11.568937987089157,38.18325901031494,10055960.03355998,1.2854844331741333,-74.2295698127118,40.95230881969974,-73.37090282463669,41.23925102364774,2588171.5456892853
2016.018115401268,1.5131068229675293,1.5968227982521057,1.1821342706680298,61.23320761322975,27.421529054641724,23.7732241153717,3.1899096369743347,10.230528771877289,55.147223353385925,3833827.1453530784,2016.0514299571514,1.3026070594787598,1.4867313504219055,1.7107815742492676,51.651633679866784,24.73839020729065,4.8466796875,18.374989449977875,8.638699233531952,18.192637503147125,1696133.9878611267,2.9103432297706604,-73.60115405166287,41.03581131931469,-74.23971704009637,40.96595121040332,661725.6880454123
2016.0436100065708,1.2987943291664124,1.2427485585212708,2.3476728200912476,56.29485821723938,28.107056975364685,17.22713851928711,3.395679324865341,12.343450278043747,54.83338129520416,5037133.257422685,2016.0215320885181,1.14130437374115,1.6046687960624693,1.3156371116638184,39.13936799764633,19.39136004447937,5.26331901550293,19.91361713409424,12.265366047620773,35.31245732307434,2261387.3546864092,3.4946980476379395,-73.57538593800199,41.04254575034565,-74.50181764627405,40.89329535880688,400590.78040647507
2016.0303927361965,1.4977261126041412,1.3766459226608276,2.3228827714920044,87.31056797504425,21.168010592460632,5.408225655555725,15.075071394443512,12.083763241767883,55.33921617269516,1037596.5164098738,2016.0260272920132,1.0350690484046936,1.32281494140625,2.86762672662735,71.04227608442305,17.78349733352661,8.519517898559569,16.995367765426636,37.871664106845856,57.24974077939987,4287041.473758967,2.5080201029777527,-73.70478675440607,41.05673848518654,-74.02195042125595,41.18367006697008,475175.8023253679
2016.07909399271,1.723787784576416,3.0066985487937923,5.5642876625061035,175.13842225074768,29.724836707115173,47.81003475189209,2.3776679039001465,7.079354971647263,21.060362100601196,14600842.848859308,2016.0364087820053,1.5592374801635742,2.2405819296836853,1.863163948059082,105.64245843887328,28.912157773971558,48.356438398361206,14.85287618637085,24.860694587230682,0.41793209314346313,11214876.623457195,0.019332826137542725,-74.36765547002506,40.932221484205,-73.97643089739222,40.62003044662584,1938558.3219776156
2016.0898079872131,1.8873353004455566,2.855798959732055,4.12649667263031,136.56334918737411,24.452377319335938,31.433053731918335,4.776624619960785,4.779314756393433,41.9358526468277,14425048.326279638,2016.0189587175846,1.7545883059501648,2.325079381465912,1.44516259431839,94.27473747730254,17.427983045578003,42.260032176971436,17.6767578125,41.794299483299255,6.713133811950684,4895243.093872667,0.04642975330352783,-74.28696578013204,40.83992552062318,-74.25856324326719,40.54694013308245,327847.3795361519
2016.0663073062897,1.8530173897743225,2.421247124671936,4.781950950622559,161.8493936061859,24.20990562438965,28.347063779830933,2.5505118370056152,6.410640060901642,33.95674079656601,14243082.878157137,2016.020544886589,1.6262239217758179,2.7739468812942505,1.1512058973312378,115.8014359474182,15.250127673149109,47.21165657043457,18.36092257499695,42.33507603406906,3.5979267954826355,8634913.32370192,0.0667760968208313,-74.32926104209855,40.79225299914788,-74.41794311495892,40.66368956595364,415281.2918843031
2016.0106824040413,1.8887183666229248,3.0368841290473934,3.7602052688598633,158.58610606193542,27.444764137268066,7.071898937225341,8.601098239421844,6.081270128488541,44.84200042486191,14820395.269497631,2016.008124023676,1.6435980200767517,2.118968427181244,2.4939746260643005,110.1780261993408,20.536007046699524,12.662415862083433,19.06429648399353,20.71150803565979,2.396347850561142,2487307.3659170866,0.4220459461212158,-74.30539862514614,40.84660473192548,-74.61784508295432,40.512883478421266,231362.1582590342
2016.009358227253,1.065723568201065,1.3484439849853516,3.7260128259658813,167.27181494235992,29.47821831703186,7.403632164001464,16.213926196098328,40.40811097621918,23.11477494239807,3705335.241427898,2016.0020284950733,1.0326010584831238,1.481240689754486,5.3037543296813965,118.14746677875517,22.349963545799255,5.401696681976318,19.488131523132324,11.707523077726364,16.697875201702118,1907240.0662911537,3.2068097591400146,-73.82459947914502,40.91941288302087,-74.38780141410916,40.49378342115427,261924.40813696387
